"province","city","county","post_code","area_code"
"河北省","邯郸市","武安市","056300","0310"
"河北省","邯郸市","肥乡区","057500","0310"
"河北省","邯郸市","馆陶县","057700","0310"
"河北省","邯郸市","广平县","057600","0310"
"河北省","邯郸市","邯郸县","056100","0310"
"河北省","邯郸市","鸡泽县","057300","0310"
"河北省","邯郸市","邱县","057400","0310"
"河北省","邯郸市","曲周县","057200","0310"
"河北省","邯郸市","永年区","057100","0310"
"河北省","邯郸市","丘县","057400","0310"
"河北省","石家庄市","石家庄市","050000","0311"
"河北省","石家庄市","长安区","050000","0311"
"河北省","石家庄市","桥东区","050000","0311"
"河北省","石家庄市","桥西区","050000","0311"
"河北省","石家庄市","新华区","050000","0311"
"河北省","石家庄市","井陉矿区","050100","0311"
"河北省","石家庄市","裕华区","050000","0311"
"河北省","石家庄市","井陉县","050300","0311"
"河北省","石家庄市","正定县","050800","0311"
"河北省","石家庄市","行唐县","050600","0311"
"河北省","石家庄市","灵寿县","050500","0311"
"河北省","石家庄市","深泽县","052500","0311"
"河北省","石家庄市","平山县","050400","0311"
"河北省","石家庄市","晋州市","052200","0311"
"河北省","石家庄市","新乐市","050700","0311"
"河北省","石家庄市","鹿泉区","050200","0311"
"河北省","石家庄市","高邑县","051300","0311"
"河北省","石家庄市","藁城区","052100","0311"
"河北省","石家庄市","栾城区","051400","0311"
"河北省","石家庄市","无极县","052400","0311"
"河北省","石家庄市","辛集市","052300","0311"
"河北省","石家庄市","元氏县","051100","0311"
"河北省","石家庄市","赞皇县","051200","0311"
"河北省","石家庄市","赵县","051500","0311"
"河北省","石家庄市","获鹿","050200","0311"
"河北省","保定市","保定市","071000","0312"
"河北省","保定市","竞秀区","071000","0312"
"河北省","保定市","莲池区","071000","0312"
"河北省","保定市","清苑区","071100","0312"
"河北省","保定市","涞水县","074100","0312"
"河北省","保定市","阜平县","073200","0312"
"河北省","保定市","高阳县","071500","0312"
"河北省","保定市","容城县","071700","0312"
"河北省","保定市","涞源县","074300","0312"
"河北省","保定市","安新县","071600","0312"
"河北省","保定市","易县","074200","0312"
"河北省","保定市","曲阳县","073100","0312"
"河北省","保定市","蠡县","071400","0312"
"河北省","保定市","博野县","071300","0312"
"河北省","保定市","雄县","071800","0312"
"河北省","保定市","定州市","073000","0312"
"河北省","保定市","安国市","071200","0312"
"河北省","保定市","高碑店市","074000","0312"
"河北省","保定市","定兴县","072600","0312"
"河北省","保定市","满城区","072100","0312"
"河北省","保定市","顺平县","072200","0312"
"河北省","保定市","唐县","072300","0312"
"河北省","保定市","望都县","072400","0312"
"河北省","保定市","徐水区","072500","0312"
"河北省","保定市","涿州市","072700","0312"
"河北省","保定市","潢城","072100","0312"
"河北省","保定市","南市区","071000","0312"
"河北省","张家口市","张家口市","075000","0313"
"河北省","张家口市","桥东区","075000","0313"
"河北省","张家口市","桥西区","075000","0313"
"河北省","张家口市","下花园区","075300","0313"
"河北省","张家口市","宣化县","075100","0313"
"河北省","张家口市","蔚县","075700","0313"
"河北省","张家口市","阳原县","075800","0313"
"河北省","张家口市","怀来县","075400","0313"
"河北省","张家口市","涿鹿县","075600","0313"
"河北省","张家口市","赤城县","075500","0313"
"河北省","张家口市","崇礼区","076300","0313"
"河北省","张家口市","沽源县","076500","0313"
"河北省","张家口市","怀安县","076100","0313"
"河北省","张家口市","康保县","076600","0313"
"河北省","张家口市","尚义县","076700","0313"
"河北省","张家口市","万全区","076200","0313"
"河北省","张家口市","宣化区","075100","0313"
"河北省","张家口市","张北县","076400","0313"
"河北省","承德市","承德市","067000","0314"
"河北省","承德市","双桥区","067000","0314"
"河北省","承德市","鹰手营子矿区","067200","0314"
"河北省","承德市","承德县","067400","0314"
"河北省","承德市","兴隆县","067300","0314"
"河北省","承德市","平泉县","067500","0314"
"河北省","承德市","宽城满族自治县","067600","0314"
"河北省","承德市","丰宁满族自治县","068300","0314"
"河北省","承德市","隆化县","068100","0314"
"河北省","承德市","滦平县","068200","0314"
"河北省","承德市","双滦区","067100","0314"
"河北省","承德市","围场满族蒙古族自治县","068400","0314"
"河北省","唐山市","唐山市","063000","0315"
"河北省","唐山市","路北区","063000","0315"
"河北省","唐山市","古冶区","063100","0315"
"河北省","唐山市","开平区","063000","0315"
"河北省","唐山市","丰南区","063300","0315"
"河北省","唐山市","滦县","063700","0315"
"河北省","唐山市","滦南县","063500","0315"
"河北省","唐山市","乐亭县","063600","0315"
"河北省","唐山市","迁西县","064300","0315"
"河北省","唐山市","玉田县","064100","0315"
"河北省","唐山市","遵化市","064200","0315"
"河北省","唐山市","迁安市","064400","0315"
"河北省","唐山市","路南区","063000","0315"
"河北省","唐山市","丰润区","064000","0315"
"河北省","唐山市","曹妃甸区","063200","0315"
"河北省","廊坊市","廊坊市","065000","0316"
"河北省","廊坊市","安次区","065000","0316"
"河北省","廊坊市","广阳区","065000","0316"
"河北省","廊坊市","固安县","065500","0316"
"河北省","廊坊市","永清县","065600","0316"
"河北省","廊坊市","香河县","065400","0316"
"河北省","廊坊市","大城县","065900","0316"
"河北省","廊坊市","文安县","065800","0316"
"河北省","廊坊市","大厂回族自治县","065300","0316"
"河北省","廊坊市","霸州市","065700","0316"
"河北省","廊坊市","三河市","065200","0316"
"河北省","沧州市","沧州市","061000","0317"
"河北省","沧州市","黄骅市","061100","0317"
"河北省","沧州市","孟村回族自治县","061400","0317"
"河北省","沧州市","新华区","061000","0317"
"河北省","沧州市","运河区","061000","0317"
"河北省","沧州市","东光县","061600","0317"
"河北省","沧州市","海兴县","061200","0317"
"河北省","沧州市","盐山县","061300","0317"
"河北省","沧州市","南皮县","061500","0317"
"河北省","沧州市","吴桥县","061800","0317"
"河北省","沧州市","泊头市","062100","0317"
"河北省","沧州市","沧县","061700","0317"
"河北省","沧州市","河间市","062400","0317"
"河北省","沧州市","青县","062600","0317"
"河北省","沧州市","任丘市","062500","0317"
"河北省","沧州市","肃宁县","062300","0317"
"河北省","沧州市","献县","062200","0317"
"河北省","衡水市","衡水市","053000","0318"
"河北省","衡水市","桃城区","053000","0318"
"河北省","衡水市","枣强县","053100","0318"
"河北省","衡水市","武邑县","053400","0318"
"河北省","衡水市","武强县","053300","0318"
"河北省","衡水市","饶阳县","053900","0318"
"河北省","衡水市","安平县","053600","0318"
"河北省","衡水市","景县","053500","0318"
"河北省","衡水市","阜城县","053700","0318"
"河北省","衡水市","冀州区","053200","0318"
"河北省","衡水市","深州市","053800","0318"
"河北省","衡水市","冀县","053200","0318"
"河北省","衡水市","铙阳","052700","0318"
"河北省","衡水市","故城县","053800","0318"
"河北省","邢台市","邢台市","054000","0319"
"河北省","邢台市","沙河市","054100","0319"
"河北省","邢台市","威县","054700","0319"
"河北省","邢台市","清河县","054800","0319"
"河北省","邢台市","临西县","054900","0319"
"河北省","邢台市","南和县","054400","0319"
"河北省","邢台市","广宗县","054600","0319"
"河北省","邢台市","平乡县","054500","0319"
"河北省","邢台市","桥东区","054000","0319"
"河北省","邢台市","桥西区","054000","0319"
"河北省","邢台市","邢台县","054000","0319"
"河北省","邢台市","临城县","054300","0319"
"河北省","邢台市","内邱县","054200","0319"
"河北省","邢台市","柏乡县","055400","0319"
"河北省","邢台市","巨鹿县","055200","0319"
"河北省","邢台市","隆尧县","055300","0319"
"河北省","邢台市","南宫市","055700","0319"
"河北省","邢台市","宁晋县","055500","0319"
"河北省","邢台市","任县","055100","0319"
"河北省","邢台市","新河县","055600","0319"
"河北省","邢台市","内丘县","054200","0319"
"河北省","秦皇岛市","秦皇岛市","066000","0335"
"河北省","秦皇岛市","海港区","066000","0335"
"河北省","秦皇岛市","山海关区","066200","0335"
"河北省","秦皇岛市","卢龙县","066400","0335"
"河北省","秦皇岛市","北戴河区","066100","0335"
"河北省","秦皇岛市","青龙满族自治县","066500","0335"
"河北省","秦皇岛市","昌黎县","066600","0335"
"河北省","秦皇岛市","抚宁区","066300","0335"
"河北省","秦皇岛市","经济技术开发区","066000","0335"
"河北省","雄安新区","雄安新区","071700","0312"
"山西省","朔州市","朔州市","036000","0349"
"山西省","朔州市","平鲁区","036800","0349"
"山西省","朔州市","山阴县","036900","0349"
"山西省","朔州市","应县","037600","0349"
"山西省","朔州市","右玉县","037200","0349"
"山西省","朔州市","怀仁县","038300","0349"
"山西省","朔州市","朔城区","036000","0349"
"山西省","忻州市","忻州市","034000","0350"
"山西省","忻州市","忻府区","034000","0350"
"山西省","忻州市","定襄县","035400","0350"
"山西省","忻州市","五台县","035500","0350"
"山西省","忻州市","代县","034200","0350"
"山西省","忻州市","繁峙县","034300","0350"
"山西省","忻州市","静乐县","035100","0350"
"山西省","忻州市","神池县","036100","0350"
"山西省","忻州市","五寨县","036200","0350"
"山西省","忻州市","岢岚县","036300","0350"
"山西省","忻州市","河曲县","036500","0350"
"山西省","忻州市","保德县","036600","0350"
"山西省","忻州市","偏关县","036400","0350"
"山西省","忻州市","原平市","034100","0350"
"山西省","忻州市","宁武县","036700","0350"
"山西省","太原市","太原市","030000","0351"
"山西省","太原市","小店区","030000","0351"
"山西省","太原市","迎泽区","030000","0351"
"山西省","太原市","杏花岭区","030000","0351"
"山西省","太原市","尖草坪区","030000","0351"
"山西省","太原市","万柏林区","030000","0351"
"山西省","太原市","晋源区","030000","0351"
"山西省","太原市","清徐县","030400","0351"
"山西省","太原市","阳曲县","030100","0351"
"山西省","太原市","娄烦县","030300","0351"
"山西省","太原市","古交市","030200","0351"
"山西省","大同市","大同市","037000","0352"
"山西省","大同市","城区","037000","0352"
"山西省","大同市","矿区","037000","0352"
"山西省","大同市","南郊区","037000","0352"
"山西省","大同市","新荣区","037000","0352"
"山西省","大同市","阳高县","038100","0352"
"山西省","大同市","天镇县","038200","0352"
"山西省","大同市","广灵县","037500","0352"
"山西省","大同市","灵丘县","034400","0352"
"山西省","大同市","浑源县","037400","0352"
"山西省","大同市","左云县","037100","0352"
"山西省","大同市","大同县","037300","0352"
"山西省","阳泉市","阳泉市","045000","0353"
"山西省","阳泉市","城区","045000","0353"
"山西省","阳泉市","矿区","045000","0353"
"山西省","阳泉市","郊区","045000","0353"
"山西省","阳泉市","平定县","045200","0353"
"山西省","阳泉市","盂县","045100","0353"
"山西省","阳泉市","孟县","045100","0353"
"山西省","晋中市","晋中市","030600","0354"
"山西省","晋中市","灵石县","031300","0354"
"山西省","晋中市","介休市","032000","0354"
"山西省","晋中市","榆次区","030600","0354"
"山西省","晋中市","榆社县","031800","0354"
"山西省","晋中市","左权县","032600","0354"
"山西省","晋中市","和顺县","032700","0354"
"山西省","晋中市","昔阳县","045300","0354"
"山西省","晋中市","寿阳县","045400","0354"
"山西省","晋中市","太谷县","030800","0354"
"山西省","晋中市","祁县","030900","0354"
"山西省","晋中市","平遥县","031100","0354"
"山西省","长治市","长治市","046000","0355"
"山西省","长治市","平顺县","047400","0355"
"山西省","长治市","黎城县","047600","0355"
"山西省","长治市","壶关县","047300","0355"
"山西省","长治市","长子县","046600","0355"
"山西省","长治市","武乡县","046300","0355"
"山西省","长治市","沁县","046400","0355"
"山西省","长治市","沁源县","046500","0355"
"山西省","长治市","潞城市","047500","0355"
"山西省","长治市","城区","046000","0355"
"山西省","长治市","郊区","046000","0355"
"山西省","长治市","长治县","047100","0355"
"山西省","长治市","襄垣县","046200","0355"
"山西省","长治市","屯留县","046100","0355"
"山西省","晋城市","晋城市","048000","0356"
"山西省","晋城市","陵川县","048300","0356"
"山西省","晋城市","泽州县","048000","0356"
"山西省","晋城市","城区","048000","0356"
"山西省","晋城市","沁水县","048200","0356"
"山西省","晋城市","阳城县","048100","0356"
"山西省","晋城市","高平市","048400","0356"
"山西省","临汾市","临汾市","041000","0357"
"山西省","临汾市","尧都区","041000","0357"
"山西省","临汾市","曲沃县","043400","0357"
"山西省","临汾市","翼城县","043500","0357"
"山西省","临汾市","襄汾县","041500","0357"
"山西省","临汾市","古县","042400","0357"
"山西省","临汾市","安泽县","042500","0357"
"山西省","临汾市","浮山县","042600","0357"
"山西省","临汾市","吉县","042200","0357"
"山西省","临汾市","乡宁县","042100","0357"
"山西省","临汾市","大宁县","042300","0357"
"山西省","临汾市","隰县","041300","0357"
"山西省","临汾市","永和县","041400","0357"
"山西省","临汾市","蒲县","041200","0357"
"山西省","临汾市","汾西县","031500","0357"
"山西省","临汾市","侯马市","043000","0357"
"山西省","临汾市","霍州市","031400","0357"
"山西省","临汾市","候马","043000","0357"
"山西省","临汾市","洪洞县","031600","0357"
"山西省","吕梁市","吕梁市","033000","0358"
"山西省","吕梁市","离石区","033000","0358"
"山西省","吕梁市","文水县","032100","0358"
"山西省","吕梁市","交城县","030500","0358"
"山西省","吕梁市","临县","033200","0358"
"山西省","吕梁市","柳林县","033300","0358"
"山西省","吕梁市","石楼县","032500","0358"
"山西省","吕梁市","方山县","033100","0358"
"山西省","吕梁市","中阳县","033400","0358"
"山西省","吕梁市","交口县","032400","0358"
"山西省","吕梁市","孝义市","032300","0358"
"山西省","吕梁市","汾阳市","032200","0358"
"山西省","吕梁市","兴县","033600","0358"
"山西省","吕梁市","岚县","033500","0358"
"山西省","运城市","运城市","044000","0359"
"山西省","运城市","盐湖区","044000","0359"
"山西省","运城市","临猗县","044100","0359"
"山西省","运城市","万荣县","044200","0359"
"山西省","运城市","闻喜县","043800","0359"
"山西省","运城市","稷山县","043200","0359"
"山西省","运城市","新绛县","043100","0359"
"山西省","运城市","绛县","043600","0359"
"山西省","运城市","垣曲县","043700","0359"
"山西省","运城市","夏县","044400","0359"
"山西省","运城市","平陆县","044300","0359"
"山西省","运城市","芮城县","044600","0359"
"山西省","运城市","永济市","044500","0359"
"山西省","运城市","河津市","043300","0359"
"山西省","运城市","永剂","044500","0359"
"内蒙古自治区","锡林郭勒盟","锡林郭勒盟","026000","0479"
"内蒙古自治区","锡林郭勒盟","锡林浩特市","026000","0479"
"内蒙古自治区","锡林郭勒盟","阿巴嘎旗","011400","0479"
"内蒙古自治区","锡林郭勒盟","多伦县","027300","0479"
"内蒙古自治区","锡林郭勒盟","苏尼特左旗","011300","0479"
"内蒙古自治区","锡林郭勒盟","苏尼特右旗","011200","0479"
"内蒙古自治区","锡林郭勒盟","东乌珠穆沁旗","026300","0479"
"内蒙古自治区","锡林郭勒盟","西乌珠穆沁旗","026200","0479"
"内蒙古自治区","锡林郭勒盟","太仆寺旗","027000","0479"
"内蒙古自治区","锡林郭勒盟","正镶白旗","013800","0479"
"内蒙古自治区","锡林郭勒盟","正蓝旗","027200","0479"
"内蒙古自治区","锡林郭勒盟","二连浩特市","011100","0479"
"内蒙古自治区","锡林郭勒盟","镶黄旗","013200","0479"
"内蒙古自治区","锡林郭勒盟","阿马嗄旗","026100","0479"
"内蒙古自治区","兴安盟","兴安盟","137400","0482"
"内蒙古自治区","兴安盟","科尔沁右翼中旗","029400","0482"
"内蒙古自治区","兴安盟","扎赉特旗","137600","0482"
"内蒙古自治区","兴安盟","突泉县","137500","0482"
"内蒙古自治区","兴安盟","乌兰浩特市","137400","0482"
"内蒙古自治区","兴安盟","科右中旗","029400","0482"
"内蒙古自治区","兴安盟","阿尔山市","137800","0482"
"内蒙古自治区","兴安盟","科尔沁右翼前旗","137700","0482"
"内蒙古自治区","阿拉善盟","阿拉善盟","750306","0483"
"内蒙古自治区","阿拉善盟","阿拉善左旗","750300","0483"
"内蒙古自治区","阿拉善盟","阿拉善右旗","737300","0483"
"内蒙古自治区","阿拉善盟","额济纳旗","735400","0483"
"内蒙古自治区","呼伦贝尔市","呼伦贝尔市","021000","0470"
"内蒙古自治区","呼伦贝尔市","海拉尔区","021000","0470"
"内蒙古自治区","呼伦贝尔市","鄂伦春自治旗","022450","0470"
"内蒙古自治区","呼伦贝尔市","鄂温克自治旗","021100","0470"
"内蒙古自治区","呼伦贝尔市","陈巴尔虎旗","021500","0470"
"内蒙古自治区","呼伦贝尔市","新巴尔虎左旗","021200","0470"
"内蒙古自治区","呼伦贝尔市","新巴尔虎右旗","021300","0470"
"内蒙古自治区","呼伦贝尔市","满洲里市","021400","0470"
"内蒙古自治区","呼伦贝尔市","阿荣旗","162700","0470"
"内蒙古自治区","呼伦贝尔市","额尔古纳市","022200","0470"
"内蒙古自治区","呼伦贝尔市","根河市","022300","0470"
"内蒙古自治区","呼伦贝尔市","莫力达瓦达斡尔族自治旗","162800","0470"
"内蒙古自治区","呼伦贝尔市","牙克石市","022100","0470"
"内蒙古自治区","呼伦贝尔市","扎兰屯市","162600","0470"
"内蒙古自治区","呼伦贝尔市","额尔古纳右旗","022200","0470"
"内蒙古自治区","呼伦贝尔市","莫力达瓦旗","162800","0470"
"内蒙古自治区","呼伦贝尔市","扎赉诺尔区","021410","0470"
"内蒙古自治区","呼和浩特市","呼和浩特市","010000","0471"
"内蒙古自治区","呼和浩特市","新城区","010000","0471"
"内蒙古自治区","呼和浩特市","回民区","010000","0471"
"内蒙古自治区","呼和浩特市","玉泉区","010000","0471"
"内蒙古自治区","呼和浩特市","土默特左旗","010100","0471"
"内蒙古自治区","呼和浩特市","托克托县","010200","0471"
"内蒙古自治区","呼和浩特市","和林格尔县","011500","0471"
"内蒙古自治区","呼和浩特市","清水河县","011600","0471"
"内蒙古自治区","呼和浩特市","武川县","011700","0471"
"内蒙古自治区","呼和浩特市","赛罕区","010000","0471"
"内蒙古自治区","包头市","包头市","014000","0472"
"内蒙古自治区","包头市","东河区","014000","0472"
"内蒙古自治区","包头市","青山区","014000","0472"
"内蒙古自治区","包头市","白云矿区","014000","0472"
"内蒙古自治区","包头市","土默特右旗","014100","0472"
"内蒙古自治区","包头市","固阳县","014200","0472"
"内蒙古自治区","包头市","达尔罕茂明安联合旗","014500","0472"
"内蒙古自治区","包头市","白云鄂博矿区","014000","0472"
"内蒙古自治区","包头市","九原区","014000","0472"
"内蒙古自治区","包头市","石拐区","014000","0472"
"内蒙古自治区","包头市","昆都仑区","014000","0472"
"内蒙古自治区","包头市","白云鄂博","014000","0472"
"内蒙古自治区","包头市","达茂旗","014300","0472"
"内蒙古自治区","乌海市","乌海市","016000","0473"
"内蒙古自治区","乌海市","海勃湾区","016000","0473"
"内蒙古自治区","乌海市","海南区","016000","0473"
"内蒙古自治区","乌海市","乌达区","016000","0473"
"内蒙古自治区","乌兰察布市","乌兰察布市","012000","0474"
"内蒙古自治区","乌兰察布市","集宁区","012000","0474"
"内蒙古自治区","乌兰察布市","卓资县","012300","0474"
"内蒙古自治区","乌兰察布市","商都县","013400","0474"
"内蒙古自治区","乌兰察布市","察哈尔右翼前旗","012200","0474"
"内蒙古自治区","乌兰察布市","察哈尔右翼中旗","013500","0474"
"内蒙古自治区","乌兰察布市","察哈尔右翼后旗","012400","0474"
"内蒙古自治区","乌兰察布市","四子王旗","011800","0474"
"内蒙古自治区","乌兰察布市","丰镇市","012100","0474"
"内蒙古自治区","乌兰察布市","化德县","013300","0474"
"内蒙古自治区","乌兰察布市","凉城县","013700","0474"
"内蒙古自治区","乌兰察布市","兴和县","013600","0474"
"内蒙古自治区","通辽市","通辽市","028000","0475"
"内蒙古自治区","通辽市","科尔沁区","028000","0475"
"内蒙古自治区","通辽市","科尔沁左翼中旗","029300","0475"
"内蒙古自治区","通辽市","科尔沁左翼后旗","028100","0475"
"内蒙古自治区","通辽市","开鲁县","028400","0475"
"内蒙古自治区","通辽市","库伦旗","028200","0475"
"内蒙古自治区","通辽市","奈曼旗","028300","0475"
"内蒙古自治区","通辽市","扎鲁特旗","029100","0475"
"内蒙古自治区","通辽市","霍林郭勒市","029200","0475"
"内蒙古自治区","赤峰市","赤峰市","024000","0476"
"内蒙古自治区","赤峰市","敖汉旗","024300","0476"
"内蒙古自治区","赤峰市","红山区","024000","0476"
"内蒙古自治区","赤峰市","元宝山区","024000","0476"
"内蒙古自治区","赤峰市","松山区","024000","0476"
"内蒙古自治区","赤峰市","阿鲁科尔沁旗","025500","0476"
"内蒙古自治区","赤峰市","翁牛特旗","024500","0476"
"内蒙古自治区","赤峰市","喀喇沁旗","024400","0476"
"内蒙古自治区","赤峰市","宁城县","024200","0476"
"内蒙古自治区","赤峰市","巴林右旗","025100","0476"
"内蒙古自治区","赤峰市","巴林左旗","025400","0476"
"内蒙古自治区","赤峰市","克什克腾旗","025300","0476"
"内蒙古自治区","赤峰市","林西县","025200","0476"
"内蒙古自治区","鄂尔多斯市","鄂尔多斯市","017000","0477"
"内蒙古自治区","鄂尔多斯市","东胜区","017000","0477"
"内蒙古自治区","鄂尔多斯市","达拉特旗","014300","0477"
"内蒙古自治区","鄂尔多斯市","准格尔旗","017100","0477"
"内蒙古自治区","鄂尔多斯市","鄂托克前旗","016200","0477"
"内蒙古自治区","鄂尔多斯市","鄂托克旗","016100","0477"
"内蒙古自治区","鄂尔多斯市","伊金霍洛旗","017200","0477"
"内蒙古自治区","鄂尔多斯市","杭锦旗","017400","0477"
"内蒙古自治区","鄂尔多斯市","乌审旗","017300","0477"
"内蒙古自治区","巴彦淖尔市","巴彦淖尔市","015000","0478"
"内蒙古自治区","巴彦淖尔市","杭锦后旗","015400","0478"
"内蒙古自治区","巴彦淖尔市","临河区","015000","0478"
"内蒙古自治区","巴彦淖尔市","五原县","015100","0478"
"内蒙古自治区","巴彦淖尔市","磴口县","015200","0478"
"内蒙古自治区","巴彦淖尔市","乌拉特后旗","015500","0478"
"内蒙古自治区","巴彦淖尔市","乌拉特中旗","015300","0478"
"内蒙古自治区","巴彦淖尔市","乌拉特前旗","014400","0478"
"辽宁省","沈阳市","沈阳市","110000","024"
"辽宁省","沈阳市","和平区","110000","024"
"辽宁省","沈阳市","沈河区","110000","024"
"辽宁省","沈阳市","大东区","110000","024"
"辽宁省","沈阳市","皇姑区","110000","024"
"辽宁省","沈阳市","苏家屯区","110100","024"
"辽宁省","沈阳市","辽中区","110200","024"
"辽宁省","沈阳市","康平县","110500","024"
"辽宁省","沈阳市","法库县","110400","024"
"辽宁省","沈阳市","新民市","110300","024"
"辽宁省","沈阳市","浑南区","110100","024"
"辽宁省","沈阳市","沈北新区","110100","024"
"辽宁省","沈阳市","铁西区","110000","024"
"辽宁省","沈阳市","于洪区","110100","024"
"辽宁省","沈阳市","东陵区","110000","024"
"辽宁省","抚顺市","抚顺市","113000","024"
"辽宁省","抚顺市","新抚区","113000","024"
"辽宁省","抚顺市","东洲区","113000","024"
"辽宁省","抚顺市","望花区","113000","024"
"辽宁省","抚顺市","顺城区","113000","024"
"辽宁省","抚顺市","抚顺县","113100","024"
"辽宁省","抚顺市","新宾满族自治县","113200","024"
"辽宁省","抚顺市","清原满族自治县","113300","024"
"辽宁省","铁岭市","铁岭市","112000","024"
"辽宁省","铁岭市","铁法","112700","024"
"辽宁省","铁岭市","调兵山市","112700","024"
"辽宁省","铁岭市","开原市","112300","024"
"辽宁省","铁岭市","昌图县","112500","024"
"辽宁省","铁岭市","西丰县","112400","024"
"辽宁省","铁岭市","铁岭县","112600","024"
"辽宁省","铁岭市","清河区","112000","024"
"辽宁省","铁岭市","银州区","112000","024"
"辽宁省","大连市","大连市","116000","0411"
"辽宁省","大连市","中山区","116000","0411"
"辽宁省","大连市","西岗区","116000","0411"
"辽宁省","大连市","沙河口区","116000","0411"
"辽宁省","大连市","甘井子区","116000","0411"
"辽宁省","大连市","旅顺口区","116000","0411"
"辽宁省","大连市","长海县","116500","0411"
"辽宁省","大连市","瓦房店市","116300","0411"
"辽宁省","大连市","普兰店区","116200","0411"
"辽宁省","大连市","庄河市","116400","0411"
"辽宁省","大连市","金州区","116600","0411"
"辽宁省","大连市","金县","116100","0411"
"辽宁省","大连市","新金","116200","0411"
"辽宁省","鞍山市","鞍山市","114000","0412"
"辽宁省","鞍山市","铁东区","114000","0412"
"辽宁省","鞍山市","铁西区","114000","0412"
"辽宁省","鞍山市","立山区","114000","0412"
"辽宁省","鞍山市","千山区","114000","0412"
"辽宁省","鞍山市","台安县","114100","0412"
"辽宁省","鞍山市","海城市","114200","0412"
"辽宁省","鞍山市","岫岩满族自治县","114300","0412"
"辽宁省","本溪市","本溪市","117000","024"
"辽宁省","本溪市","平山区","117000","024"
"辽宁省","本溪市","溪湖区","117000","024"
"辽宁省","本溪市","明山区","117000","024"
"辽宁省","本溪市","南芬区","117000","024"
"辽宁省","本溪市","本溪满族自治县","117100","024"
"辽宁省","本溪市","桓仁满族自治县","117200","024"
"辽宁省","本溪市","本溪县","117100","024"
"辽宁省","丹东市","丹东市","118000","0415"
"辽宁省","丹东市","元宝区","118000","0415"
"辽宁省","丹东市","振兴区","118000","0415"
"辽宁省","丹东市","振安区","118000","0415"
"辽宁省","丹东市","宽甸满族自治县","118200","0415"
"辽宁省","丹东市","东港市","118300","0415"
"辽宁省","丹东市","凤城市","118100","0415"
"辽宁省","锦州市","锦州市","121000","0416"
"辽宁省","锦州市","古塔区","121000","0416"
"辽宁省","锦州市","凌河区","121000","0416"
"辽宁省","锦州市","太和区","121000","0416"
"辽宁省","锦州市","黑山县","121400","0416"
"辽宁省","锦州市","义县","121100","0416"
"辽宁省","锦州市","凌海市","121200","0416"
"辽宁省","锦州市","北镇市","121300","0416"
"辽宁省","锦州市","北宁","121300","0416"
"辽宁省","营口市","营口市","115000","0417"
"辽宁省","营口市","站前区","115000","0417"
"辽宁省","营口市","西市区","115000","0417"
"辽宁省","营口市","鲅鱼圈区","115000","0417"
"辽宁省","营口市","老边区","115000","0417"
"辽宁省","营口市","盖州市","115200","0417"
"辽宁省","营口市","大石桥市","115100","0417"
"辽宁省","阜新市","阜新市","123000","0418"
"辽宁省","阜新市","海州区","123000","0418"
